Data,Reservas
1578182400000,100
1578268800000,101.67466524090021
1578355200000,103.40517707030628
1578441600000,105.20142308093727
1578528000000,107.08629121890215
1578614400000,108.464694885368
1578700800000,109.32839441973563
1578787200000,110.15364220464021
1578873600000,112.20092320819425
1578960000000,114.23849972259809
1579046400000,116.244582423156
1579132800000,118.42131764990231
1579219200000,119.86856825826393
1579305600000,120.72036606065488
1579392000000,121.49452794984428
1579478400000,126.60384993563909
1579564800000,128.6687088818048
1579651200000,130.3849386328389
1579737600000,132.02005350286282
1579824000000,133.2722988103761
1579910400000,134.01167102147988
1579996800000,134.62305383794236
1580083200000,136.08971342460435
1580169600000,137.89383288869683
1580256000000,139.68751544936362
1580342400000,141.25689613816263
1580428800000,142.53880422383313
1580515200000,143.24686572465984
1580601600000,143.81247264890439
1580688000000,145.15553732657804
1580774400000,146.82306152829224
1580860800000,148.3345814893278
1580947200000,149.74191551967539
1581033600000,151.06959949756379
1581120000000,151.78040755192359
1581206400000,152.26453338802025
1581292800000,153.91814171850024
1581379200000,155.59207454512494
1581465600000,157.22645700087341
1581552000000,158.73211764770508
1581638400000,159.9867433016137
1581724800000,160.65104304948008
1581811200000,161.30032830469898
1581897600000,162.76772030563649
1581984000000,164.39844069000748
1582070400000,165.974230003717
1582156800000,167.61520418794481
1582243200000,168.67702178383161
1582329600000,169.38160431684975
1582416000000,169.94757744823207
1582502400000,170.59411614991785
1582588800000,171.49590122661081
1582675200000,172.10929818233086
1582761600000,172.27354208360873
1582848000000,172.21549825227643
1582934400000,172.27665484427956
1583020800000,172.21549825227643
1583107200000,172.27665484427956
1583193600000,172.32536039359942
1583280000000,171.95329394165222
1583366400000,171.76744381924749
1583539200000,171.51109882282717
1583712000000,170.85137666418257
1583798400000,171.20751310563796
1583884800000,170.39453325984778
1583971200000,169.42829572691204
1584057600000,168.29067325351238
1584144000000,166.63688181946355
1584230400000,164.92980724687305
1584316800000,163.84125652993103
1584403200000,162.902484532326
1584489600000,160.37931735327453
1584576000000,157.68696247658562
1584662400000,154.39292927258447
1584748800000,150.47048462021573
1584835200000,147.86528704230975
1584921600000,147.20208591585657
1585008000000,145.98389787215342
1585094400000,141.58117255863434
1585180800000,137.19547587702033
1585267200000,131.19260847513178
1585353600000,127.37691320341524
1585440000000,123.92156575523813
1585526400000,122.89105886962844
1585612800000,121.71461843962801
1585699200000,117.79839930860092
1585785600000,114.415560873697
1585872000000,110.93586065085994
1585958400000,107.30436756942829
1586044800000,105.16132339935437
1586131200000,104.70100102721102
1586217600000,101.21599080087671
1586304000000,98.985972435588749
1586390400000,94.414608735138856
1586476800000,91.742395251025826
1586563200000,86.872023422608535
1586649600000,81.787969729318
1586736000000,75.8546816836007
1586822400000,74.527363912850021
1586908800000,71.17968136316945
1586995200000,65.4174120507783
1587081600000,62.16256301051564
1587168000000,55.880096458960082
1587254400000,52.550907369735548
1587340800000,50.649926117709953
1587427200000,49.285438322478349
1587513600000,46.355048806256285
1587600000000,43.782992974316059
1587686400000,41.148681928959476
1587772800000,39.162557517408572
1587859200000,37.2769569651682
1587945600000,36.671616566478491
1588032000000,36.088431699622262
1588118400000,34.595405199042737
1588204800000,32.586759048520619
